0.000000	-0.060000	0.060000
0.010000	-0.057800	0.057800
0.022000	-0.055308	0.055308
0.036400	-0.052507	0.052507
0.045040	-0.050908	0.050908
0.055408	-0.049066	0.049066
0.067850	-0.046956	0.046956
0.082780	-0.044552	0.044552
0.100695	-0.041831	0.041831
0.111445	-0.040271	0.040271
0.124344	-0.038467	0.038467
0.139824	-0.036390	0.036390
0.158399	-0.034014	0.034014
0.169544	-0.032641	0.032641
0.182918	-0.031043	0.031043
0.198967	-0.029192	0.029192
0.218226	-0.027058	0.027058
0.229781	-0.025823	0.025823
0.243648	-0.024381	0.024381
0.260287	-0.022706	0.022706
0.280255	-0.020770	0.020770
0.304216	-0.018545	0.018545
0.318592	-0.017258	0.017258
0.335844	-0.015758	0.015758
0.356546	-0.014018	0.014018
0.381389	-0.012014	0.012014
0.396295	-0.010853	0.010853
0.414182	-0.009499	0.009499
0.435646	-0.007930	0.007930
0.461403	-0.006125	0.006125
0.476857	-0.005081	0.005081
0.495402	-0.003867	0.003867
0.517656	-0.002466	0.002466
