0.000000	0.900000	1.000000
0.100000	0.829818	0.928584
0.200000	0.779007	0.874823
0.300000	0.741727	0.834038
0.400000	0.714344	0.803070
0.500000	0.694446	0.779706
0.600000	0.680352	0.762361
0.700000	0.670853	0.749867
0.800000	0.665058	0.741341
0.900000	0.662297	0.736107
1.000000	0.662058	0.733635
1.100000	0.663948	0.733509
1.200000	0.667638	0.735414
1.300000	0.672879	0.739084
1.400000	0.679478	0.744294
1.500000	0.687277	0.750859
1.600000	0.696137	0.758631
1.700000	0.705964	0.767457
1.800000	0.716666	0.777212
1.900000	0.728161	0.787783
2.000000	0.740373	0.799063
