0.000000	0.000000	0.000000
0.010000	0.141589	0.167827
0.022000	0.289618	0.341998
0.036400	0.440528	0.518206
0.045040	0.519078	0.609312
0.055408	0.602977	0.706191
0.067850	0.690470	0.806736
0.082780	0.778989	0.907949
0.100695	0.865053	1.005865
0.111445	0.907640	1.054095
0.124344	0.950935	1.103006
0.139824	0.992970	1.150402
0.158399	1.031067	1.193352
0.169544	1.048306	1.212814
0.182918	1.064088	1.230742
0.198967	1.076745	1.245377
0.218226	1.084048	1.254440
0.229781	1.084817	1.256031
0.243648	1.082566	1.254653
0.260287	1.075767	1.248890
0.280255	1.061744	1.237682
0.292235	1.051016	1.228693
0.299423	1.043787	1.222637
0.308049	1.030604	1.218560
0.313225	1.023384	1.214779
0.316330	1.019326	1.212017
0.320057	1.013795	1.209157
0.324528	0.943148	1.269444
