0.000000	0.000000	0.000000
0.010000	0.141608	0.167807
0.022000	0.289701	0.341914
0.036400	0.440741	0.517991
0.045040	0.519383	0.609005
0.055408	0.603408	0.705758
0.067850	0.691076	0.806129
0.082780	0.779838	0.907099
0.100695	0.866252	1.004664
0.111445	0.909071	1.052662
0.124344	0.952677	1.101262
0.139824	0.995141	1.148229
0.158399	1.033848	1.190569
0.169544	1.051500	1.209618
0.182918	1.067842	1.226987
0.198967	1.081276	1.240846
0.218226	1.089685	1.248803
0.229781	1.091216	1.249631
0.243648	1.090004	1.247214
0.260287	1.084676	1.239980
0.280255	1.073484	1.225942
0.304216	1.054306	1.202700
0.318592	1.040301	1.185976
0.335844	1.021438	1.163625
0.356546	0.996331	1.134074
0.381389	0.963389	1.095512
0.396295	0.942480	1.071116
0.414182	0.916526	1.040897
0.435646	0.884460	1.003635
0.461403	0.845134	0.958019
0.476857	0.821308	0.930413
0.495402	0.792660	0.897247
0.517656	0.758404	0.857619
