0.000000	0.900000	1.000000
0.100000	0.829818	0.928584
0.200000	0.778872	0.874958
0.300000	0.741428	0.834340
0.400000	0.713881	0.803536
0.500000	0.693612	0.780551
0.600000	0.678415	0.764315
0.700000	0.667111	0.753630
0.800000	0.660771	0.745651
0.900000	0.656974	0.741452
1.000000	0.656041	0.739675
1.100000	0.656650	0.740830
1.200000	0.659531	0.743545
1.300000	0.664089	0.747898
1.400000	0.669694	0.754103
1.500000	0.676664	0.761499
1.600000	0.684251	0.770545
1.700000	0.693297	0.780153
1.800000	0.702899	0.791010
1.900000	0.712797	0.803180
2.000000	0.723878	0.815594
