0.000000	0.000000	0.000000
0.010000	0.017271	0.019138
0.022000	0.036211	0.040004
0.036400	0.056663	0.062387
0.045040	0.067870	0.074582
0.055408	0.080368	0.088120
0.067850	0.094121	0.102937
0.082780	0.109016	0.118883
0.100695	0.124847	0.135703
0.111445	0.133398	0.144724
0.124344	0.142818	0.154606
0.139824	0.153027	0.165244
0.158399	0.163880	0.176458
0.169544	0.169739	0.182468
0.182918	0.176189	0.189045
0.198967	0.183171	0.196117
0.218226	0.190581	0.203568
0.229781	0.194574	0.207562
0.243648	0.198963	0.211939
0.260287	0.203706	0.216663
0.280255	0.208719	0.221686
0.292235	0.211405	0.224416
0.299423	0.212911	0.225966
0.308049	0.214596	0.227770
0.313225	0.215546	0.228826
0.316330	0.216098	0.229448
0.320057	0.216739	0.230186
0.324528	0.217308	0.231234
