0.000000	0.000000	0.100000
0.010000	0.000855	0.100730
0.022000	0.003933	0.103352
0.036400	0.010151	0.108662
0.045040	0.015023	0.112818
0.055408	0.021843	0.118653
0.067850	0.031257	0.126726
0.082780	0.044059	0.137739
0.100695	0.061205	0.152533
0.111445	0.072263	0.162083
0.124344	0.086157	0.174104
0.139824	0.103572	0.189200
0.158399	0.125304	0.208074
0.169544	0.138677	0.219701
0.182918	0.154972	0.233881
0.198967	0.174777	0.251140
0.218226	0.198756	0.272064
0.229781	0.213189	0.284668
0.243648	0.230500	0.299797
0.260287	0.251192	0.317900
0.280255	0.275813	0.339460
0.304216	0.304910	0.364973
0.318592	0.322080	0.380033
0.335844	0.342346	0.397824
0.356546	0.366129	0.418719
0.381389	0.393820	0.443075
0.396295	0.409967	0.457281
0.414182	0.428855	0.473910
0.435646	0.450794	0.493244
0.461403	0.476050	0.515528
0.476857	0.490642	0.528406
0.495402	0.507587	0.543374
0.517656	0.527107	0.560637
