0.000000	0.000000	0.000000
0.010000	-0.000000	0.000000
0.022000	-0.000000	0.000000
0.036400	-0.000002	0.000002
0.045040	-0.000004	0.000004
0.055408	-0.000006	0.000006
0.067850	-0.000011	0.000011
0.082780	-0.000038	0.000038
0.100695	-0.000306	0.000306
0.111445	-0.000478	0.000478
0.124344	-0.000683	0.000683
0.139824	-0.001107	0.001107
0.158399	-0.002549	0.002549
0.169544	-0.003310	0.003310
0.182918	-0.004085	0.004085
0.198967	-0.005013	0.005013
0.218226	-0.006415	0.006415
0.229781	-0.007050	0.007050
0.243648	-0.007622	0.007622
0.260287	-0.008257	0.008257
0.280255	-0.009340	0.009340
0.304216	-0.014025	0.014025
0.318592	-0.016814	0.016814
0.335844	-0.020426	0.020426
0.356546	-0.029548	0.029548
0.381389	-0.096893	0.096893
0.396295	-0.165986	0.165986
0.405238	-0.195118	0.195118
0.415970	-0.226814	0.226814
0.428849	-0.268746	0.268746
0.444303	-0.332091	0.332091
0.453576	-0.363756	0.363756
0.464703	-0.405419	0.405419
0.478055	-0.455110	0.455110
0.486066	-0.482756	0.482756
0.495680	-0.524267	0.524267
0.501448	-0.558742	0.558742
