0.000000	-0.060000	0.060000
0.010000	-0.057803	0.057803
0.022000	-0.055323	0.055323
0.036400	-0.052544	0.052544
0.045040	-0.050960	0.050960
0.055408	-0.049140	0.049140
0.067850	-0.047060	0.047060
0.082780	-0.044710	0.044710
0.100695	-0.042224	0.042224
0.111445	-0.040851	0.040851
0.124344	-0.040074	0.040074
0.139824	-0.059228	0.059228
0.149111	-0.064646	0.064646
0.160256	-0.110897	0.110897
0.166944	-0.132822	0.132822
0.170956	-0.142534	0.142534
0.175771	-0.166754	0.166754
0.178659	-0.178991	0.178991
0.182126	-0.202810	0.202810
0.186286	-0.328600	0.328600
